id,verb,weighted,classification
649,세울,0.012819841,비빔
650,쳐질,0.012819841,비빔
651,풀어놨,0.012819841,비빔
652,들어서가,0.012819841,비빔
653,붙여도,0.012819841,비빔
654,비튼,0.012819841,비빔
655,됩디다,0.012819841,비빔
656,사그라든,0.012819841,비빔
657,따라잡,0.012819841,비빔
658,가득차,0.012819841,비빔
659,움켜쥐,0.012819841,비빔
660,얹히,0.012819841,비빔
661,얽혀,0.012819841,비빔
662,이기,0.012819841,비빔
663,펼쳐진,0.012819841,비빔
664,안쳐,0.012819841,비빔
665,비기,0.012819841,비빔
666,봐줍니다,0.012819841,비빔
667,어울림,0.012819841,비빔
668,삼키,0.012819841,비빔
669,두들기,0.012819841,비빔
670,만지작거리,0.012819841,비빔
671,가셔도,0.012819841,비빔
672,클수록,0.012819841,비빔
673,지내,0.012819841,비빔
674,즐긴다고,0.012819841,비빔
675,퍼냈,0.012819841,비빔
676,잘라질,0.012819841,비빔
677,벌어진다,0.012819841,비빔
678,퍼뜨린,0.012819841,비빔
679,삼킬,0.012819841,비빔
680,쏠려서,0.012819841,비빔
681,배부르,0.012819841,비빔
682,남겨둘,0.012819841,비빔
683,나눈다,0.012819841,비빔
684,핀다는,0.012819841,비빔
685,잡힌다면,0.012819841,비빔
686,열린다는,0.012819841,비빔
687,굶,0.012819841,비빔
688,그려져,0.012819841,비빔
689,어울릴지,0.012819841,비빔
690,부시,0.012819841,비빔
691,뿌리칠,0.012819841,비빔
692,깨우,0.012819841,비빔
693,바치,0.012819841,비빔
694,티나,0.012819841,비빔
695,합하,0.012819841,비빔
696,해,0.012654805,비빔
697,비빈,0.012203038,비빔
698,되,0.011904506,비빔
699,하,0.011879987,비빔
700,볶,0.011760674,비빔
701,삶,0.061584851,삶기
702,으깨,0.026386898,삶기
703,끓,0.020192797,삶기
704,익,0.019546285,삶기
705,있,0.017049664,삶기
706,잠길,0.01701175,삶기
707,잡,0.0169172,삶기
708,찔러,0.016381762,삶기
709,꺼내,0.016041834,삶기
710,갈,0.015683918,삶기
711,되,0.014919145,삶기
712,하,0.014781966,삶기
713,부,0.014094469,삶기
714,붓,0.013753406,삶기
715,씻,0.013632703,삶기
716,담,0.013259022,삶기
717,벗겨,0.013254542,삶기
718,끓여,0.013020334,삶기
719,됩니다,0.012659622,삶기
720,식혀,0.012646101,삶기
721,덮,0.012329164,삶기
722,닫,0.012271246,삶기
723,빼,0.012159884,삶기
724,건져,0.011890241,삶기
725,다져,0.011504687,삶기
726,올려,0.011420506,삶기
727,으깬,0.010934292,삶기
728,열,0.010819663,삶기
729,나오,0.010784512,삶기
730,담가,0.010704983,삶기
731,끓이,0.010658739,삶기
732,들어가,0.010602726,삶기
733,쪄,0.010474325,삶기
734,까,0.010462911,삶기
735,살,0.010345677,삶기
736,끓어오르,0.010179551,삶기
737,해,0.010090453,삶기
738,먹,0.010062898,삶기
739,깹니다,0.009959195,삶기
740,흔들리,0.009959195,삶기
741,남,0.009825842,삶기
742,잘라,0.009806598,삶기
743,올리,0.009738236,삶기
744,벌,0.009715424,삶기
745,까질,0.009715424,삶기
746,물,0.009597204,삶기
747,익히,0.009517216,삶기
748,짜,0.00950124,삶기
749,들어간다,0.009460069,삶기
750,도망가,0.009460069,삶기
751,터집니다,0.009460069,삶기
752,모질라,0.009460069,삶기
753,빗,0.009460069,삶기
754,연다,0.009460069,삶기
755,기다려져,0.009460069,삶기
756,골라낼,0.009460069,삶기
757,넘침,0.009460069,삶기
758,넘어갑니다,0.009460069,삶기
759,따라,0.009448299,삶기
760,헹궈,0.009335857,삶기
761,채워야,0.009186875,삶기
762,내려갈,0.009186875,삶기
763,주름잡,0.009186875,삶기
764,다뤄,0.009186875,삶기
765,보낼,0.009186875,삶기
766,끼이,0.009186875,삶기
767,씻겨낸다,0.009186875,삶기
768,낄,0.009186875,삶기
769,놔둘,0.009186875,삶기
770,줄게요,0.009186875,삶기
771,나타냅니다,0.009186875,삶기
772,데블,0.009186875,삶기
773,떠내려갈까,0.009186875,삶기
774,마셔요,0.009186875,삶기
775,우려먹,0.009186875,삶기
776,마십시오,0.009186875,삶기
777,부린다고,0.009186875,삶기
778,볼지,0.009186875,삶기
779,떨굴,0.009186875,삶기
780,외칠,0.009186875,삶기
781,해낼,0.009186875,삶기
782,지칠,0.009186875,삶기
783,원치,0.009186875,삶기
784,팔려나갔,0.009186875,삶기
785,미끄러져,0.009186875,삶기
786,쳐져,0.009186875,삶기
787,태운다는,0.009186875,삶기
788,붙인다는,0.009186875,삶기
789,택해서,0.009186875,삶기
790,칙칙거리,0.009186875,삶기
791,미끄러져서,0.009186875,삶기
792,낮춘다,0.009186875,삶기
793,챙겨봅니다,0.009186875,삶기
794,내려준다,0.009186875,삶기
795,들어내,0.009186875,삶기
796,열린,0.009186875,삶기
797,챙겨오,0.009186875,삶기
798,갈아먹,0.009186875,삶기
799,물으니,0.009186875,삶기
800,계셔도,0.009186875,삶기
801,절여,0.049320313,절임
802,부,0.033921893,절임
803,담,0.02648443,절임
804,절여진,0.025662506,절임
805,두,0.025376156,절임
806,씻,0.024818966,절임
807,절인,0.024522637,절임
808,갈,0.024142753,절임
809,식혀,0.023756577,절임
810,쑤,0.023168161,절임
811,절이,0.023138002,절임
812,지나,0.02004986,절임
813,됩니다,0.019033013,절임
814,잘라,0.01849447,절임
815,버무려,0.017878868,절임
816,식힌,0.017866988,절임
817,되,0.017130142,절임
818,끓여,0.016959643,절임
819,끓인,0.016911316,절임
820,빼,0.016696672,절임
821,뒤집,0.016267007,절임
822,담그,0.015792917,절임
823,지난,0.015386641,절임
824,드,0.015276748,절임
825,다듬,0.015232093,절임
826,있,0.01501459,절임
827,식,0.014840906,절임
828,붓,0.014665926,절임
829,눌러,0.013774827,절임
830,담글,0.013565079,절임
831,하,0.012953857,절임
832,간,0.012523974,절임
833,절였,0.012148978,절임
834,녹,0.01187826,절임
835,된답니다,0.011521223,절임
836,저,0.011464073,절임
837,달여,0.011454058,절임
838,자르,0.011336149,절임
839,닫,0.011245612,절임
840,쒀서,0.011227217,절임
841,흐르,0.011157393,절임
842,해서,0.011041837,절임
843,보,0.011005296,절임
844,지날,0.010992067,절임
845,꺽이,0.010992067,절임
846,축여,0.010992067,절임
847,달인,0.010992067,절임
848,끓,0.010979034,절임
849,물,0.010967587,절임
850,먹,0.010857878,절임
851,절여졌,0.010774175,절임
852,삭힌,0.010751604,절임
853,합한,0.010745742,절임
854,보글거리,0.010745742,절임
855,서리,0.010745742,절임
856,떠다녀,0.010745742,절임
857,포갠,0.010745742,절임
858,구부러질,0.010745742,절임
859,우러나와,0.010745742,절임
860,굴릴,0.010745742,절임
861,봉하,0.010745742,절임
862,빗겨,0.010745742,절임
863,삭혀,0.010745742,절임
864,절여져야,0.010745742,절임
865,남아도,0.010745742,절임
866,논다,0.010745742,절임
867,해치울,0.010745742,절임
868,지른,0.010745742,절임
869,쑨다,0.010745742,절임
870,달여서,0.010745742,절임
871,짜,0.010617096,절임
872,식혀서,0.010596639,절임
873,느껴져도,0.010482209,절임
874,짬,0.010482209,절임
875,띠우,0.010482209,절임
876,모신다,0.010482209,절임
877,꼈,0.010482209,절임
878,지저,0.010482209,절임
879,될지,0.010482209,절임
880,짜집,0.010482209,절임
881,끊어짐,0.010482209,절임
882,열립니다,0.010482209,절임
883,뒤척인,0.010482209,절임
884,꺼낸다는,0.010482209,절임
885,올려놨,0.010482209,절임
886,비껴서,0.010482209,절임
887,할라고,0.010482209,절임
888,찾아볼,0.010482209,절임
889,뽑아낸다,0.010482209,절임
890,물든,0.010482209,절임
891,할려다,0.010482209,절임
892,밝아졌,0.010482209,절임
893,훍,0.010482209,절임
894,띄일,0.010482209,절임
895,붙들,0.010482209,절임
896,나갔,0.010482209,절임
897,띤,0.010482209,절임
898,거꾸,0.010482209,절임
899,달라진다고,0.010482209,절임
900,득한,0.010482209,절임
901,조려,0.06083788,조림
902,졸여,0.05818554,조림
903,끼얹,0.025480232,조림
904,두르,0.022796592,조림
905,익,0.022702277,조림
906,졸이,0.02230682,조림
907,끓여,0.022235727,조림
908,구워,0.021697358,조림
909,조리,0.019328584,조림
910,다진,0.018842259,조림
911,졸아들,0.017707476,조림
912,올려,0.017153339,조림
913,덮,0.016797863,조림
914,뿌려,0.016717446,조림
915,깔,0.015854566,조림
916,익혀,0.015790696,조림
917,볶,0.015755313,조림
918,남,0.015456328,조림
919,부,0.015188439,조림
920,하,0.014918819,조림
921,부쳐,0.014446775,조림
922,뒤집,0.014265077,조림
923,졸,0.014027494,조림
924,썬,0.013650058,조림
925,닫,0.013615797,조림
926,끓,0.013586264,조림
927,배,0.013562345,조림
928,끓이,0.013546945,조림
929,되,0.013459168,조림
930,갈치,0.013418107,조림
931,베이,0.013321405,조림
932,올리,0.01328812,조림
933,두른,0.012914456,조림
934,졸려,0.012901197,조림
935,해,0.012856539,조림
936,부쳐진,0.012773379,조림
937,조려서,0.012773379,조림
938,버려도,0.01262559,조림
939,조기,0.01262559,조림
940,끄,0.012492145,조림
941,붓,0.012458351,조림
942,열,0.012454856,조림
943,둘러싼,0.012330729,조림
944,아세요,0.012330729,조림
945,뿐질러,0.012330729,조림
946,끼울,0.012330729,조림
947,찌지,0.012330729,조림
948,지질,0.012330729,조림
949,세아리,0.012330729,조림
950,지졌,0.012330729,조림
951,가두,0.012330729,조림
952,끼웠,0.012330729,조림
953,뿌시,0.012330729,조림
954,파실,0.012330729,조림
955,덩달,0.012330729,조림
956,빠진다는,0.012330729,조림
957,버려라,0.012330729,조림
958,앞두,0.012330729,조림
959,기울어지,0.012330729,조림
960,커도,0.012330729,조림
961,따른다,0.012330729,조림
962,질러대,0.012330729,조림
963,떤,0.012330729,조림
964,추켜,0.012330729,조림
965,갖춰서,0.012330729,조림
966,퍼담,0.012330729,조림
967,부탁드립니다,0.012330729,조림
968,퍼붓,0.012330729,조림
969,눈깜짝할,0.012330729,조림
970,기어오른다,0.012330729,조림
971,버텼,0.012330729,조림
972,공들인,0.012330729,조림
973,불리우,0.012330729,조림
974,시리,0.012330729,조림
975,힘줄,0.012330729,조림
976,올림,0.012330729,조림
977,공들여,0.012330729,조림
978,뒤지,0.012330729,조림
979,외우,0.012330729,조림
980,탈지,0.012330729,조림
981,부쳐도,0.012330729,조림
982,펼,0.012330729,조림
983,펼쳤으면,0.012330729,조림
984,훔쳐,0.012330729,조림
985,꼼지락거리,0.012330729,조림
986,졸아붙,0.012330729,조림
987,의한,0.012330729,조림
988,부쳐질,0.012330729,조림
989,뽈,0.012330729,조림
990,매단,0.012330729,조림
991,부서진다,0.012330729,조림
992,뿌려진,0.012330729,조림
993,매듭짓,0.012330729,조림
994,까부,0.012330729,조림
995,시킨다,0.012330729,조림
996,흘러나옴,0.012330729,조림
997,어울린,0.012330729,조림
998,본께,0.012330729,조림
999,스피,0.012330729,조림
1000,차려야,0.012330729,조림
1001,쪄,0.035355876,찜
1002,덮,0.026036358,찜
1003,끓여,0.025115315,찜
1004,익,0.023914713,찜
1005,묵,0.019588829,찜
1006,익혀,0.019286647,찜
1007,닫,0.018722366,찜
1008,찌,0.018600702,찜
1009,다진,0.016142358,찜
1010,끓이,0.015975744,찜
1011,됩니다,0.015846467,찜
1012,해,0.01567859,찜
1013,열,0.015497554,찜
1014,부,0.015479473,찜
1015,저,0.015199997,찜
1016,깔,0.015187669,찜
1017,잡,0.015112979,찜
1018,올려,0.014724023,찜
1019,되,0.014711424,찜
1020,오른,0.014066925,찜
1021,있,0.01404677,찜
1022,하,0.013888435,찜
1023,남,0.013836113,찜
1024,빼,0.013620424,찜
1025,씻,0.013338095,찜
1026,돌려주,0.013282654,찜
1027,붓,0.012562514,찜
1028,끓,0.012288034,찜
1029,불려,0.01200111,찜
1030,부풀,0.011824331,찜
1031,잘라,0.011770895,찜
1032,만들,0.011654762,찜
1033,풀,0.011459938,찜
1034,말,0.010905934,찜
1035,올리,0.010630214,찜
1036,흐르,0.010547834,찜
1037,잠길,0.010487933,찜
1038,담,0.010424398,찜
1039,따라,0.01015129,찜
1040,쪄요,0.010048115,찜
1041,뿌려,0.010033173,찜
1042,섞,0.01001389,찜
1043,다져,0.009989413,찜
1044,발라,0.009970866,찜
1045,줍니다,0.009958169,찜
1046,재워,0.009944112,찜
1047,줄여,0.00984178,찜
1048,오르,0.009728572,찜
1049,토하,0.009694928,찜
1050,끄,0.009642409,찜
1051,버무려져,0.009455979,찜
1052,내려쳐,0.009455979,찜
1053,주저앉,0.009455979,찜
1054,돌려줌,0.009455979,찜
1055,퍼진다고,0.009455979,찜
1056,찌를,0.009455979,찜
1057,돌려줄,0.009455979,찜
1058,펼쳐지,0.009455979,찜
1059,펼쳐져요,0.009455979,찜
1060,잠그,0.009455979,찜
1061,모였,0.009455979,찜
1062,늘어놓,0.009455979,찜
1063,쪄낸,0.009438669,찜
1064,꺼내,0.009314244,찜
1065,들어가,0.009234569,찜
1066,떠가,0.009200337,찜
1067,반짝거리,0.009200337,찜
1068,뽐냈,0.009200337,찜
1069,껴서,0.009200337,찜
1070,이리,0.009200337,찜
1071,혀,0.009200337,찜
1072,풀렸으면,0.009200337,찜
1073,녹아내릴,0.009200337,찜
1074,비워진,0.009200337,찜
1075,펼쳐질,0.009200337,찜
1076,걸러야,0.009200337,찜
1077,합쳐도,0.009200337,찜
1078,뜯어냈,0.009200337,찜
1079,쉰,0.009200337,찜
1080,눕힌,0.009200337,찜
1081,채운다는,0.009200337,찜
1082,접어넣,0.009200337,찜
1083,구워져야,0.009200337,찜
1084,가려질,0.009200337,찜
1085,넘어옵니다,0.009200337,찜
1086,넘어온,0.009200337,찜
1087,넘어올,0.009200337,찜
1088,강할,0.009200337,찜
1089,된다니,0.009200337,찜
1090,믿겨,0.009200337,찜
1091,지피,0.009200337,찜
1092,부니,0.009200337,찜
1093,보일수록,0.009200337,찜
1094,온데,0.009200337,찜
1095,마무리지,0.009200337,찜
1096,들려,0.009200337,찜
1097,맡기,0.009200337,찜
1098,묻어날,0.009200337,찜
1099,전할,0.009200337,찜
1100,내줘서,0.009200337,찜
1101,튀겨,0.106175196,튀김
1102,튀기,0.047503032,튀김
1103,튀긴,0.046178923,튀김
1104,입혀,0.041931826,튀김
1105,묻혀,0.041576244,튀김
1106,튀길,0.032103203,튀김
1107,튀겨진,0.02864611,튀김
1108,입힌,0.024671967,튀김
1109,하,0.024117759,튀김
1110,튀긴다,0.021192607,튀김
1111,튀겼,0.021054251,튀김
1112,흔들,0.020289616,튀김
1113,입히,0.020178945,튀김
1114,묻힌,0.019642475,튀김
1115,해,0.019258146,튀김
1116,튀겨야,0.019158542,튀김
1117,치킨,0.018592595,튀김
1118,튀겨서,0.018556767,튀김
1119,튀,0.017447081,튀김
1120,묻히,0.017292573,튀김
1121,입힌다,0.017286667,튀김
1122,빼,0.016989081,튀김
1123,되,0.016873971,튀김
1124,뿌려,0.016171055,튀김
1125,묻,0.016002754,튀김
1126,있,0.015634758,튀김
1127,굴려,0.015466506,튀김
1128,튀겨져,0.014775264,튀김
1129,깔릴,0.014546706,튀김
1130,튀김한,0.014546706,튀김
1131,떠오른다면,0.014546706,튀김
1132,두르,0.014505213,튀김
1133,만들,0.014485506,튀김
1134,두드린다,0.014309777,튀김
1135,입혀서,0.014182841,튀김
1136,떠오르,0.014064256,튀김
1137,바삭거리,0.014061587,튀김
1138,접힌,0.014061587,튀김
1139,떠올라오,0.014061587,튀김
1140,높혀,0.014061587,튀김
1141,카,0.014061587,튀김
1142,한눈팔,0.014061587,튀김
1143,다녀서,0.014061587,튀김
1144,달아오른,0.014061587,튀김
1145,오릅니다,0.014061587,튀김
1146,오른다,0.014061587,튀김
1147,발라진,0.01379606,튀김
1148,반한,0.01379606,튀김
1149,뒹구,0.01379606,튀김
1150,가려서,0.01379606,튀김
1151,시킬,0.01379606,튀김
1152,몰려들,0.01379606,튀김
1153,버무린다는,0.01379606,튀김
1154,가리,0.01379606,튀김
1155,잴,0.01379606,튀김
1156,배길,0.01379606,튀김
1157,컸으면,0.01379606,튀김
1158,잣,0.01379606,튀김
1159,떠보,0.01379606,튀김
1160,떠올라서,0.01379606,튀김
1161,놀랍죠,0.01379606,튀김
1162,뭉게져,0.01379606,튀김
1163,굽혀,0.01379606,튀김
1164,늘린다고,0.01379606,튀김
1165,꿸,0.01379606,튀김
1166,헷갈리,0.01379606,튀김
1167,지켜야,0.01379606,튀김
1168,덮힌,0.01379606,튀김
1169,노릿노릿하,0.01379606,튀김
1170,배우,0.01379606,튀김
1171,다져져,0.01379606,튀김
1172,및,0.01379606,튀김
1173,뒤흔들,0.01379606,튀김
1174,났으면,0.01379606,튀김
1175,우니,0.01379606,튀김
1176,휘어져,0.01379606,튀김
1177,부순다,0.01379606,튀김
1178,주어진,0.01379606,튀김
1179,붙일까,0.01379606,튀김
1180,늘어난,0.01379606,튀김
1181,뺐으면,0.01379606,튀김
1182,두드려도,0.01379606,튀김
1183,부풀린,0.01379606,튀김
1184,거우,0.01379606,튀김
1185,떨어진다,0.01379606,튀김
1186,실어서,0.01379606,튀김
1187,올라온다면,0.01379606,튀김
1188,줄서,0.01379606,튀김
1189,꽂힌,0.01379606,튀김
1190,끼워진,0.01379606,튀김
1191,묻어난,0.01379606,튀김
1192,더니,0.01379606,튀김
1193,흘러도,0.01379606,튀김
1194,치키,0.01379606,튀김
1195,배어난,0.01379606,튀김
1196,깨워서,0.01379606,튀김
1197,씌운다,0.01379606,튀김
1198,높히,0.01379606,튀김
1199,뱉어내,0.01379606,튀김
1200,핍니다,0.01379606,튀김
1201,올려,0.042189987,회
1202,올리,0.028637617,회
1203,찍,0.023869183,회
1204,깔,0.023496018,회
1205,얹,0.023260565,회
1206,있,0.020639056,회
1207,말,0.019035413,회
1208,썬,0.018584248,회
1209,뿌려,0.017705657,회
1210,잘라,0.017225769,회
1211,담궈,0.01712337,회
1212,만들,0.016837313,회
1213,하,0.016797919,회
1214,씻,0.016597222,회
1215,되,0.016173268,회
1216,스,0.015974966,회
1217,빼,0.015959059,회
1218,잡,0.015871222,회
1219,담,0.015369179,회
1220,뭉쳐,0.015113317,회
1221,살,0.014500397,회
1222,됩니다,0.013868571,회
1223,해,0.01384518,회
1224,만든,0.013280644,회
1225,닦,0.013277217,회
1226,얼릴,0.013185754,회
1227,점찍,0.013185754,회
1228,파고들,0.013185754,회
1229,떠오,0.013185754,회
1230,떠놓,0.013185754,회
1231,비워야,0.013185754,회
1232,드러납니다,0.013185754,회
1233,퍼놓,0.013185754,회
1234,뭉쳐야,0.013185754,회
1235,끝나갈,0.013185754,회
1236,먹,0.013115585,회
1237,지어서,0.013089033,회
1238,식혀,0.012565616,회
1239,나야,0.012470229,회
1240,올렸었,0.012470229,회
1241,놔도,0.012470229,회
1242,갓,0.012470229,회
1243,비칠,0.012470229,회
1244,그으면서,0.012470229,회
1245,제끼,0.012470229,회
1246,달라짐,0.012470229,회
1247,따지,0.012470229,회
1248,맞춰도,0.012470229,회
1249,화나,0.012470229,회
1250,삐,0.012470229,회
1251,칭했,0.012470229,회
1252,강해진다는,0.012470229,회
1253,두들겨서,0.012470229,회
1254,문드러,0.012470229,회
1255,즐겨야,0.012470229,회
1256,내려온,0.012470229,회
1257,거든,0.012470229,회
1258,해내,0.012470229,회
1259,겨루,0.012470229,회
1260,기어다니,0.012470229,회
1261,맥히,0.012470229,회
1262,문질러도,0.012470229,회
1263,흐느적거리,0.012470229,회
1264,자란다고,0.012470229,회
1265,누웠,0.012470229,회
1266,삼가해야,0.012470229,회
1267,곰삭,0.012470229,회
1268,남겨논,0.012470229,회
1269,나타난,0.012470229,회
1270,왓,0.012470229,회
1271,찾아본,0.012470229,회
1272,물들인,0.012470229,회
1273,숙이,0.012470229,회
1274,뭉글거리,0.012470229,회
1275,채워져,0.012470229,회
1276,터뜨릴,0.012470229,회
1277,맡춰,0.012470229,회
1278,머물러,0.012470229,회
1279,흘렸,0.012470229,회
1280,여닫,0.012470229,회
1281,일어날지,0.012470229,회
1282,자른다고,0.012470229,회
1283,다가옵니다,0.012470229,회
1284,즐깁니다,0.012470229,회
1285,말려준다,0.012470229,회
1286,의하,0.012470229,회
1287,씌여진,0.012470229,회
1288,밀려오,0.012470229,회
1289,채워지,0.012470229,회
1290,외칩니다,0.012470229,회
1291,할려구요,0.012470229,회
1292,대해서,0.012470229,회
1293,꼬시,0.012470229,회
1294,두드러집니다,0.012470229,회
1295,나뉜,0.012470229,회
1296,댈,0.012470229,회
1297,어울릴까,0.012470229,회
1298,압니다만,0.012470229,회
1299,떠다닙니다,0.012470229,회
1300,피웁니다,0.012470229,회
